n_words,n_frozen_layers,accuracy,epoch
20,9.0,0.9564777327935222,6
20,9.0,0.9564777327935222,5
20,9.0,0.9549595141700404,4
20,9.0,0.9549595141700404,10
20,9.0,0.9590080971659919,4
20,9.0,0.9590080971659919,4
20,9.0,0.9554655870445344,2
20,9.0,0.9574898785425101,9
20,9.0,0.957995951417004,3
20,9.0,0.9564777327935222,4
20,9.0,0.957995951417004,5
20,9.0,0.9569838056680162,6
20,9.0,0.9595141700404858,7
20,9.0,0.9559716599190283,3
20,9.0,0.9595141700404858,5
20,9.0,0.9569838056680162,12
20,9.0,0.957995951417004,5
20,9.0,0.9549595141700404,16
20,9.0,0.9559716599190283,5
20,9.0,0.957995951417004,4
20,9.0,0.9569838056680162,3
20,9.0,0.9569838056680162,4
20,9.0,0.9544534412955465,3
20,9.0,0.958502024291498,3
20,9.0,0.9564777327935222,10
20,9.0,0.957995951417004,5
20,9.0,0.9559716599190283,3
20,9.0,0.9574898785425101,6
20,9.0,0.9595141700404858,4
20,9.0,0.9564777327935222,6
20,9.0,0.958502024291498,5
20,9.0,0.9559716599190283,5
20,9.0,0.957995951417004,3
20,9.0,0.9549595141700404,4
20,9.0,0.957995951417004,3
20,9.0,0.957995951417004,4
20,9.0,0.9574898785425101,3
20,9.0,0.9554655870445344,3
20,9.0,0.9559716599190283,7
20,9.0,0.9564777327935222,4
20,9.0,0.958502024291498,7
20,9.0,0.9549595141700404,4
20,9.0,0.957995951417004,9
20,9.0,0.9554655870445344,3
20,9.0,0.9574898785425101,4
20,9.0,0.9574898785425101,4
20,9.0,0.9534412955465587,2
20,8.0,0.957995951417004,2
20,8.0,0.958502024291498,3
20,8.0,0.957995951417004,3
20,8.0,0.958502024291498,5
20,8.0,0.958502024291498,8
20,8.0,0.9595141700404858,4
20,8.0,0.957995951417004,3
20,8.0,0.9615384615384616,3
20,8.0,0.957995951417004,7
20,8.0,0.9549595141700404,2
20,8.0,0.957995951417004,7
20,8.0,0.9615384615384616,6
20,8.0,0.9559716599190283,4
20,8.0,0.9539473684210527,3
20,8.0,0.9559716599190283,3
20,8.0,0.9564777327935222,9
20,8.0,0.9574898785425101,4
20,8.0,0.9574898785425101,8
20,8.0,0.958502024291498,3
20,8.0,0.9564777327935222,4
20,8.0,0.9590080971659919,2
20,8.0,0.9564777327935222,3
20,8.0,0.9595141700404858,4
20,8.0,0.9554655870445344,3
20,8.0,0.9569838056680162,2
20,8.0,0.9554655870445344,5
20,8.0,0.9595141700404858,4
