url,date,prob,period
https://datalab.kb.se/dark-5912539#1-9-ARTICLE40418215-ZONE590554265,1956-09-20,6.37283642203472e-08,1955
https://datalab.kb.se/dark-12541799#3-28-ARTICLE85658170-ZONE1330544635,1959-10-29,6.37283642203472e-08,1955
https://datalab.kb.se/dark-6522377#4-19-ARTICLE5313367-ZONE109266487,1958-04-19,5.901605018205566e-08,1955
https://datalab.kb.se/dark-6689425#4-2-ARTICLE6291111-ZONE127931331,1961-06-10,1.7275095531278287e-06,1960
https://datalab.kb.se/dark-5226546#2-16-ARTICLE3956593-ZONE82772960,1964-04-18,5.1071437910205794e-08,1960
https://datalab.kb.se/dark-6206077#5-7-ARTICLE43261002-ZONE638399921,1961-09-03,1.4161858715632708e-07,1960
https://datalab.kb.se/dark-4203035#2-14-ARTICLE14038318-ZONE157758115,1962-10-22,3.550016393975707e-08,1960
https://datalab.kb.se/dark-6481431#2-6-ARTICLE4443729-ZONE93145230,1965-03-20,1.1360589660045715e-07,1965
https://datalab.kb.se/dark-5231720#4-7-ARTICLE4226396-ZONE88762836,1969-06-15,1.6342860131265853e-07,1965
https://datalab.kb.se/dark-12541799#3-28-ARTICLE85658170-ZONE1330544635,1969-11-24,6.37283642203472e-08,1965
https://datalab.kb.se/dark-6481431#2-6-ARTICLE4443729-ZONE93145230,1965-03-20,1.1360589660045715e-07,1965
https://datalab.kb.se/dark-15070391#1-15-ARTICLE97094242-ZONE1533498434,1971-12-30,1.969760240783492e-07,1970
https://datalab.kb.se/dark-4141568#3-13-ARTICLE10732034-ZONE114729404,1970-02-13,4.60643749640122e-08,1970
https://datalab.kb.se/dark-4213177#1-9-ARTICLE15367841-ZONE171589187,1974-03-24,1.301920593259176e-07,1970
https://datalab.kb.se/dark-6206077#5-7-ARTICLE43261002-ZONE638399921,1971-05-12,1.4161858715632708e-07,1970
https://datalab.kb.se/dark-15070391#1-15-ARTICLE97094242-ZONE1533498434,1977-11-16,1.969760240783492e-07,1975
https://datalab.kb.se/dark-15070391#1-15-ARTICLE97094242-ZONE1533498434,1977-11-16,1.969760240783492e-07,1975
https://datalab.kb.se/dark-4213177#1-9-ARTICLE15367841-ZONE171589187,1979-07-25,1.301920593259176e-07,1975
https://datalab.kb.se/dark-5912539#1-9-ARTICLE40418215-ZONE590554265,1976-11-13,6.37283642203472e-08,1975
https://datalab.kb.se/dark-4141568#3-13-ARTICLE10732034-ZONE114729404,1980-03-21,4.60643749640122e-08,1980
https://datalab.kb.se/dark-4145151#2-25-ARTICLE7945821-ZONE75644032,1983-09-12,6.028729791245586e-08,1980
https://datalab.kb.se/dark-4141568#3-13-ARTICLE10732034-ZONE114729404,1980-03-21,4.60643749640122e-08,1980
https://datalab.kb.se/dark-15070391#1-15-ARTICLE97094242-ZONE1533498434,1982-06-02,1.969760240783492e-07,1980
https://datalab.kb.se/dark-5194622#1-9-ARTICLE2437716-ZONE45615690,1988-08-19,1.340506293140844e-07,1985
https://datalab.kb.se/dark-5912539#1-9-ARTICLE40418215-ZONE590554265,1986-10-04,6.37283642203472e-08,1985
https://datalab.kb.se/dark-6522377#4-19-ARTICLE5313367-ZONE109266487,1988-03-20,5.901605018205566e-08,1985
https://datalab.kb.se/dark-6206077#5-7-ARTICLE43261002-ZONE638399921,1986-11-05,1.4161858715632708e-07,1985
https://datalab.kb.se/dark-6206077#5-7-ARTICLE43261002-ZONE638399921,1992-06-25,1.4161858715632708e-07,1990
https://datalab.kb.se/dark-6689425#4-2-ARTICLE6291111-ZONE127931331,1991-09-01,1.7275095531278287e-06,1990
https://datalab.kb.se/dark-6689425#4-2-ARTICLE6291111-ZONE127931331,1991-09-01,1.7275095531278287e-06,1990
https://datalab.kb.se/dark-4141568#3-13-ARTICLE10732034-ZONE114729404,1990-04-07,4.60643749640122e-08,1990
https://datalab.kb.se/dark-16882062#2-2-ARTICLE102351673-ZONE1630518417,1999-03-12,2.2511545608954194e-07,1995
https://datalab.kb.se/dark-6745373#1-7-ARTICLE6664535-ZONE134358900,1996-10-19,3.4550191062556576e-07,1995
https://datalab.kb.se/dark-5194622#1-9-ARTICLE2437716-ZONE45615690,1999-01-04,1.340506293140844e-07,1995
https://datalab.kb.se/dark-8183694#2-1-ARTICLE57524882-ZONE870738953,1996-07-20,1.2745672844069437e-07,1995
