date,page_url
1900-03-28,https://betalab.kb.se/dark-3692033#1-1
1901-09-30,https://betalab.kb.se/dark-3690418#1-3
1902-06-30,https://betalab.kb.se/dark-3689913#1-2
1903-05-26,https://betalab.kb.se/dark-3690062#1-3
1904-05-26,https://betalab.kb.se/dark-3696108#1-2
1905-01-05,https://betalab.kb.se/dark-3718920#1-3
1906-07-01,https://betalab.kb.se/dark-3696282#1-3
